TrialNum,TrialNumInBlock,BlockNum,BlockMarkersOn,TrialTargetNum,TargDirID
1,1,1,0,7,0
2,2,1,0,4,0
3,3,1,0,9,0
4,4,1,0,2,0
5,5,1,0,10,0
6,6,1,0,1,0
7,1,2,1,2,0
8,2,2,1,10,0
9,3,2,1,4,0
10,4,2,1,9,0
11,5,2,1,7,0
12,6,2,1,1,0
